cve,num_cases
CVE-2019-19072,100
CVE-2019-19074,100
CVE-2019-19526,100
CVE-2019-19537,100
CVE-2019-19646,100
CVE-2019-19923,100
CVE-2019-19927,100
CVE-2019-19960,100
CVE-2019-20054,100
CVE-2019-20382,100
CVE-2019-20391,100
CVE-2019-20792,100
CVE-2019-20839,100
CVE-2019-20918,100
CVE-2019-3558,100
CVE-2019-3877,4
CVE-2019-5721,100
CVE-2019-7221,100
CVE-2019-8460,100
CVE-2020-10804,100
CVE-2020-11095,100
CVE-2020-11647,100
CVE-2020-11724,100
CVE-2020-12268,100
CVE-2020-12278,100
CVE-2020-12284,100
CVE-2020-12657,100
CVE-2020-12768,100
CVE-2020-13974,100
CVE-2020-14400,100
CVE-2020-14401,100
CVE-2020-14404,100
CVE-2020-15193,100
CVE-2020-15197,100
CVE-2020-15214,100
CVE-2020-1893,100
CVE-2020-19497,100
CVE-2020-1971,100
CVE-2020-20276,100
CVE-2020-2221,100
CVE-2020-24394,100
CVE-2020-25641,100
CVE-2020-25862,100
CVE-2020-26243,100
CVE-2020-26934,100
CVE-2020-27777,100
CVE-2020-27787,100
CVE-2020-28030,100
CVE-2020-28097,100
CVE-2020-29260,100
CVE-2020-29368,100
CVE-2020-8904,100
CVE-2020-8905,100
CVE-2020-9428,100
CVE-2021-21378,100
CVE-2021-21401,100
CVE-2021-24028,100
CVE-2021-29529,100
CVE-2021-29540,100
CVE-2021-29545,100
CVE-2021-29566,100
CVE-2021-29569,100
CVE-2021-29583,100
CVE-2021-29588,100
CVE-2021-29603,100
CVE-2021-29605,100
CVE-2021-29619,100
CVE-2021-30199,100
CVE-2021-31916,100
CVE-2021-32134,100
CVE-2021-32137,100
CVE-2021-32138,100
CVE-2021-32435,100
CVE-2021-32786,100
CVE-2021-33364,100
CVE-2021-33366,100
CVE-2021-33909,100
CVE-2021-3622,100
CVE-2021-3658,100
CVE-2021-3671,100
CVE-2021-37600,100
CVE-2021-37637,100
CVE-2021-37639,100
CVE-2021-3764,100
CVE-2021-37641,100
CVE-2021-37647,100
CVE-2021-37649,100
CVE-2021-37654,100
CVE-2021-37672,100
CVE-2021-37673,100
CVE-2021-37674,100
CVE-2021-37681,100
CVE-2021-37686,100
CVE-2021-3778,100
CVE-2021-38597,100
CVE-2021-3888,100
CVE-2021-3928,100
CVE-2021-3962,100
CVE-2021-40562,100
CVE-2021-41197,100
CVE-2021-41227,100
CVE-2021-42779,100
CVE-2021-44109,100
CVE-2021-45930,100
CVE-2022-0080,100
CVE-2022-0139,100
CVE-2022-0319,100
CVE-2022-0476,100
CVE-2022-0518,100
CVE-2022-0525,100
CVE-2022-0570,100
CVE-2022-0890,100
CVE-2022-1043,100
CVE-2022-1207,100
CVE-2022-1620,100
CVE-2022-1735,100
CVE-2022-1769,100
CVE-2022-1851,100
CVE-2022-1897,100
CVE-2022-2126,100
CVE-2022-21723,100
CVE-2022-21733,100
CVE-2022-2210,100
CVE-2022-2288,100
CVE-2022-23572,100
CVE-2022-23577,100
CVE-2022-23580,100
CVE-2022-23587,100
CVE-2022-23590,100
CVE-2022-24301,100
CVE-2022-26530,100
CVE-2022-28044,100
CVE-2022-29199,100
CVE-2022-29213,100
CVE-2022-29224,100
CVE-2022-31620,80
CVE-2022-32547,100
CVE-2022-3278,100
CVE-2022-33099,100
CVE-2022-34295,8
CVE-2022-35928,60
CVE-2022-35973,100
CVE-2022-35978,100
CVE-2022-35997,100
CVE-2022-36012,100
CVE-2022-36015,100
