cve,rank
CVE-2015-1867,34.0
CVE-2015-1869,258.0
CVE-2015-1870,8.0
CVE-2015-1872,1.0
CVE-2015-2041,5.0
CVE-2015-2042,3.0
CVE-2015-2141,46.0
CVE-2015-2150,15.0
CVE-2015-2187,1.0
CVE-2015-2188,1.0
CVE-2015-2189,5.0
CVE-2015-2190,223.0
CVE-2015-2191,1.0
CVE-2015-2192,1.0
CVE-2015-2206,6.0
CVE-2015-2266,1.0
CVE-2015-2267,1.0
CVE-2015-2268,141.0
CVE-2015-2269,3.0
CVE-2015-2270,456.0
CVE-2015-2271,1.0
CVE-2015-2272,7.0
CVE-2015-2273,1.0
CVE-2015-2301,2.0
CVE-2015-2304,2.0
CVE-2015-2331,3.0
CVE-2015-2348,2.0
CVE-2015-2666,1.0
CVE-2015-2686,1.0
CVE-2015-2694,1.0
CVE-2015-2695,32.0
CVE-2015-2696,194.0
CVE-2015-2697,1.0
CVE-2015-2698,1.0
CVE-2015-2778,18.0
CVE-2015-2779,50.0
CVE-2015-2831,5.0
CVE-2015-2922,1.0
CVE-2015-2923,1.0
CVE-2015-2925,1.0
CVE-2015-3150,413.0
CVE-2015-3151,1532.0
CVE-2015-3152,3.0
CVE-2015-3159,26.0
CVE-2015-3174,1.0
CVE-2015-3175,174.0
CVE-2015-3176,485.0
CVE-2015-3178,1236.0
CVE-2015-3179,13.0
CVE-2015-3180,387.0
CVE-2015-3181,1.0
CVE-2015-3183,4.0
CVE-2015-3185,330.0
CVE-2015-3212,1.0
CVE-2015-3214,1.0
CVE-2015-3215,680.0
CVE-2015-3272,273.0
CVE-2015-3274,42.0
CVE-2015-3275,8.0
CVE-2015-3288,43.0
CVE-2015-3315,1167.0
CVE-2015-3329,1.0
CVE-2015-3330,1.0
CVE-2015-3331,1.0
CVE-2015-3339,48.0
CVE-2015-3395,34.0
CVE-2015-3400,3005.0
CVE-2015-3411,367.0
CVE-2015-3412,770.0
CVE-2015-3417,15.0
CVE-2015-3456,73.0
CVE-2015-3636,1.0
CVE-2015-3808,1.0
CVE-2015-3809,1.0
CVE-2015-3810,12.0
CVE-2015-3811,1.0
CVE-2015-3812,3.0
CVE-2015-3813,1.0
CVE-2015-3814,1.0
CVE-2015-3815,35.0
CVE-2015-3885,1.0
CVE-2015-3902,994.0
CVE-2015-3903,6.0
CVE-2015-3906,37.0
CVE-2015-4001,2.0
CVE-2015-4002,9.0
CVE-2015-4003,2.0
CVE-2015-4036,1.0
CVE-2015-4041,1.0
CVE-2015-4042,7.0
CVE-2015-4054,1.0
CVE-2015-4116,3.0
CVE-2015-4167,1.0
CVE-2015-4170,5.0
CVE-2015-4176,2.0
CVE-2015-4177,1.0
CVE-2015-4178,1.0
CVE-2015-4335,11.0
CVE-2015-4471,5.0
CVE-2015-4599,2.0
CVE-2015-4600,177.0
CVE-2015-4601,438.0
CVE-2015-4602,89.0
CVE-2015-4604,4.0
CVE-2015-4605,2.0
CVE-2015-4643,1.0
CVE-2015-4644,1.0
CVE-2015-4645,137.0
CVE-2015-4646,317.0
CVE-2015-4651,223.0
CVE-2015-4652,153.0
CVE-2015-4700,1.0
CVE-2015-5069,1.0
CVE-2015-5070,1.0
CVE-2015-5156,1.0
CVE-2015-5221,14.0
CVE-2015-5224,174.0
CVE-2015-5232,58.0
CVE-2015-5239,1.0
CVE-2015-5257,2.0
CVE-2015-5264,164.0
CVE-2015-5265,3.0
CVE-2015-5266,2.0
CVE-2015-5267,1.0
CVE-2015-5268,6.0
CVE-2015-5269,1.0
CVE-2015-5273,48.0
CVE-2015-5279,1.0
CVE-2015-5283,1.0
CVE-2015-5287,7.0
CVE-2015-5302,20.0
CVE-2015-5307,1.0
CVE-2015-5317,62.0
CVE-2015-5318,2.0
CVE-2015-5319,31.0
CVE-2015-5322,1628.0
CVE-2015-5323,4.0
CVE-2015-5324,84.0
CVE-2015-5325,363.0
CVE-2015-5326,1839.0
CVE-2015-5335,2.0
CVE-2015-5336,1.0
CVE-2015-5337,1.0
CVE-2015-5338,1.0
CVE-2015-5339,4.0
CVE-2015-5340,1.0
CVE-2015-5341,4.0
CVE-2015-5342,231.0
CVE-2015-5364,1.0
CVE-2015-5366,1.0
CVE-2015-5589,1.0
CVE-2015-5590,36.0
CVE-2015-5685,43.0
CVE-2015-5697,1.0
CVE-2015-5706,1.0
CVE-2015-5707,1.0
CVE-2015-5745,2.0
CVE-2015-6241,1.0
CVE-2015-6242,1.0
CVE-2015-6243,47.0
CVE-2015-6244,3.0
CVE-2015-6245,90.0
CVE-2015-6246,1.0
CVE-2015-6247,1.0
CVE-2015-6248,45.0
CVE-2015-6249,15.0
CVE-2015-6252,1.0
CVE-2015-6520,11.0
CVE-2015-6526,1.0
CVE-2015-6563,46.0
CVE-2015-6564,183.0
CVE-2015-6761,1.0
CVE-2015-6781,1.0
CVE-2015-6817,2.0
CVE-2015-6818,1.0
CVE-2015-6819,44.0
CVE-2015-6820,3.0
CVE-2015-6821,159.0
CVE-2015-6822,1.0
CVE-2015-6823,1.0
CVE-2015-6824,61.0
CVE-2015-6825,1.0
CVE-2015-6826,1.0
CVE-2015-6830,55.0
CVE-2015-6937,9.0
CVE-2015-7509,3.0
CVE-2015-7510,1.0
CVE-2015-7512,1.0
CVE-2015-7513,1.0
CVE-2015-7515,1.0
CVE-2015-7519,5.0
CVE-2015-7536,350.0
CVE-2015-7538,158.0
CVE-2015-7539,484.0
CVE-2015-7549,15.0
CVE-2015-7550,1.0
CVE-2015-7551,3.0
CVE-2015-7566,1.0
CVE-2015-7613,1.0
CVE-2015-7803,1.0
CVE-2015-7804,18.0
CVE-2015-7830,10.0
CVE-2015-7837,1.0
CVE-2015-7872,1.0
CVE-2015-7873,3.0
CVE-2015-7884,1.0
CVE-2015-7885,1.0
CVE-2015-7990,1.0
CVE-2015-8011,1.0
CVE-2015-8012,82.0
CVE-2015-8026,62.0
CVE-2015-8104,1.0
CVE-2015-8215,1.0
CVE-2015-8216,1.0
CVE-2015-8217,2.0
CVE-2015-8218,1.0
CVE-2015-8219,4.0
CVE-2015-8324,94.0
CVE-2015-8363,1.0
CVE-2015-8364,1.0
CVE-2015-8365,2.0
CVE-2015-8374,1.0
CVE-2015-8382,233.0
CVE-2015-8504,2.0
CVE-2015-8539,1.0
CVE-2015-8543,1.0
CVE-2015-8547,1.0
CVE-2015-8558,1.0
CVE-2015-8569,1.0
CVE-2015-8575,1.0
CVE-2015-8617,6.0
CVE-2015-8629,1.0
CVE-2015-8630,1.0
CVE-2015-8631,2012.0
CVE-2015-8660,1.0
CVE-2015-8661,7.0
CVE-2015-8662,1.0
CVE-2015-8663,1.0
CVE-2015-8666,596.0
CVE-2015-8669,34.0
CVE-2015-8702,6.0
CVE-2015-8711,2.0
CVE-2015-8712,1.0
CVE-2015-8713,2.0
CVE-2015-8714,1.0
CVE-2015-8715,1.0
CVE-2015-8716,965.0
CVE-2015-8717,1.0
CVE-2015-8718,1.0
CVE-2015-8719,8.0
CVE-2015-8720,5.0
CVE-2015-8721,1.0
CVE-2015-8722,21.0
CVE-2015-8723,1.0
CVE-2015-8724,1.0
CVE-2015-8725,1.0
CVE-2015-8726,167.0
CVE-2015-8727,16.0
CVE-2015-8728,2.0
CVE-2015-8729,1.0
CVE-2015-8730,3.0
CVE-2015-8731,1.0
CVE-2015-8732,4.0
CVE-2015-8733,1.0
CVE-2015-8734,1.0
CVE-2015-8735,1.0
CVE-2015-8736,1.0
CVE-2015-8737,1.0
CVE-2015-8738,4.0
CVE-2015-8739,1.0
CVE-2015-8740,4.0
CVE-2015-8741,1.0
CVE-2015-8742,1.0
CVE-2015-8744,17.0
CVE-2015-8745,1.0
CVE-2015-8746,3.0
CVE-2015-8767,3.0
CVE-2015-8784,1.0
CVE-2015-8785,1.0
CVE-2015-8787,1.0
CVE-2015-8812,1.0
CVE-2015-8816,1.0
CVE-2015-8817,75.0
CVE-2015-8818,1.0
CVE-2015-8830,1.0
CVE-2015-8838,1029.0
CVE-2015-8839,8.0
CVE-2015-8844,1.0
CVE-2015-8845,1.0
CVE-2015-8852,1.0
CVE-2015-8863,1.0
CVE-2015-8865,13.5
CVE-2015-8866,1.0
CVE-2015-8867,1.0
CVE-2015-8869,651.0
CVE-2015-8872,1.0
CVE-2015-8873,50.0
CVE-2015-8877,31.0
CVE-2015-8894,7.0
CVE-2015-8895,732.0
CVE-2015-8896,558.0
CVE-2015-8897,2.0
CVE-2015-8898,14.0
CVE-2015-8900,195.0
CVE-2015-8935,250.5
CVE-2015-8950,1.0
CVE-2015-8952,27.0
CVE-2015-8953,1.0
CVE-2015-8955,4.0
CVE-2015-8956,3.0
CVE-2015-8957,1164.5
CVE-2015-8958,1608.5
CVE-2015-8959,14.0
CVE-2015-8961,1.0
CVE-2015-8962,1.0
CVE-2015-8963,1.0
CVE-2015-8964,2.0
CVE-2015-8966,16.0
CVE-2015-8967,1.0
CVE-2015-8970,14.0
CVE-2015-9004,1.0
CVE-2015-9016,6.0
CVE-2015-9252,8.0
CVE-2015-9253,47.0
CVE-2015-9289,1.0
CVE-2015-9542,6.0
CVE-2016-0546,713.0
CVE-2016-0701,1.0
CVE-2016-0702,267.0
CVE-2016-0705,25.0
CVE-2016-0723,1.0
CVE-2016-0724,194.0
CVE-2016-0728,1.0
CVE-2016-0758,1.0
CVE-2016-0788,171.0
CVE-2016-0789,175.0
CVE-2016-0790,10.0
CVE-2016-0791,4.0
CVE-2016-0792,11.0
CVE-2016-0797,1.0
CVE-2016-0798,4.0
CVE-2016-0799,1010.0
CVE-2016-0823,1.0
CVE-2016-1000004,254.0
CVE-2016-1000005,44.0
CVE-2016-1000109,1.0
CVE-2016-10009,6.0
CVE-2016-10010,2.0
CVE-2016-10011,1.0
CVE-2016-10012,43.0
CVE-2016-10028,2.0
CVE-2016-10029,5.0
CVE-2016-10030,40.0
CVE-2016-10044,1.0
CVE-2016-10046,3.0
CVE-2016-10047,10.0
CVE-2016-10048,3.0
CVE-2016-10049,70.5
CVE-2016-10050,2.0
CVE-2016-10051,2.5
CVE-2016-10052,468.5
CVE-2016-10053,14.5
CVE-2016-10054,195.0
CVE-2016-10055,121.0
CVE-2016-10056,28.0
CVE-2016-10057,300.0
CVE-2016-10058,2.5
CVE-2016-10059,156.0
CVE-2016-10060,16.0
CVE-2016-10061,1.0
CVE-2016-10063,456.0
CVE-2016-10064,2318.5
CVE-2016-10065,67.0
CVE-2016-10066,4026.5
CVE-2016-10067,209.0
CVE-2016-10068,1.0
CVE-2016-10069,1.0
CVE-2016-10070,6.5
CVE-2016-10071,58.5
CVE-2016-10088,1.0
CVE-2016-10092,7.0
CVE-2016-10093,7.0
CVE-2016-10094,1.0
CVE-2016-10128,1.0
CVE-2016-10129,1.0
CVE-2016-10130,1.0
CVE-2016-10144,2128.5
CVE-2016-10145,68.0
CVE-2016-10146,68.0
CVE-2016-10147,1.0
CVE-2016-10150,1.0
CVE-2016-10153,8.0
CVE-2016-10154,2.0
CVE-2016-10155,1.0
CVE-2016-10156,1300.0
CVE-2016-10158,1.0
CVE-2016-10159,1.0
CVE-2016-10160,1.0
CVE-2016-10161,1.0
CVE-2016-10162,2.0
CVE-2016-10165,8.0
CVE-2016-10166,86.0
CVE-2016-10167,296.0
CVE-2016-10168,91.0
CVE-2016-10169,82.0
CVE-2016-10170,570.0
CVE-2016-10171,579.0
CVE-2016-10172,23.0
CVE-2016-10189,3472.0
CVE-2016-10190,390.0
CVE-2016-10191,3.0
CVE-2016-10192,3.0
CVE-2016-10200,3.0
CVE-2016-10208,2.0
CVE-2016-10210,1388.0
CVE-2016-10211,464.0
CVE-2016-10229,1.0
CVE-2016-10248,11.0
CVE-2016-10249,461.0
CVE-2016-10250,2.0
CVE-2016-10251,225.0
CVE-2016-10252,1.0
CVE-2016-10266,17.0
CVE-2016-10267,3.0
CVE-2016-10268,1.0
CVE-2016-10269,71.0
CVE-2016-10270,138.0
CVE-2016-10271,58.0
CVE-2016-10272,439.0
CVE-2016-10318,1.0
CVE-2016-10397,1.0
CVE-2016-10504,39.0
CVE-2016-10506,8.0
CVE-2016-10507,74.0
CVE-2016-10517,1.0
CVE-2016-10544,75.0
CVE-2016-10712,199.0
CVE-2016-10741,1.0
CVE-2016-10746,1.0
CVE-2016-10749,130.0
CVE-2016-10764,1.0
CVE-2016-10906,5.0
CVE-2016-1237,4.0
CVE-2016-1245,1.0
CVE-2016-1248,257.0
CVE-2016-1541,3.0
CVE-2016-1568,1.0
CVE-2016-1583,1.0
CVE-2016-1709,3.0
CVE-2016-1904,1.0
CVE-2016-1927,6.0
CVE-2016-20014,1.0
CVE-2016-2038,1767.0
CVE-2016-2039,1875.0
CVE-2016-2040,638.0
CVE-2016-2041,24.0
CVE-2016-2042,2.0
CVE-2016-2043,1.0
CVE-2016-2044,1.0
CVE-2016-2045,91.0
CVE-2016-2052,185.0
CVE-2016-2053,1.0
CVE-2016-2069,1.0
CVE-2016-2070,5.0
CVE-2016-2085,1.0
CVE-2016-2105,1.0
CVE-2016-2106,1.0
CVE-2016-2107,282.0
CVE-2016-2108,616.0
CVE-2016-2109,15.0
CVE-2016-2117,1.0
CVE-2016-2151,20.0
CVE-2016-2152,5.0
CVE-2016-2153,45.0
CVE-2016-2154,1.0
CVE-2016-2155,1.0
CVE-2016-2156,97.0
CVE-2016-2157,22.0
CVE-2016-2158,1.0
CVE-2016-2159,1.0
CVE-2016-2176,1.0
CVE-2016-2178,1.0
CVE-2016-2179,3.0
CVE-2016-2180,3.0
CVE-2016-2181,1.0
CVE-2016-2182,1.0
CVE-2016-2184,1.0
CVE-2016-2185,2.0
CVE-2016-2186,1.0
CVE-2016-2187,1.0
CVE-2016-2188,1.0
CVE-2016-2190,547.0
CVE-2016-2213,6.0
CVE-2016-2315,389.0
CVE-2016-2324,2557.0
CVE-2016-2326,1.0
CVE-2016-2327,2.0
CVE-2016-2328,1.0
CVE-2016-2329,1.0
CVE-2016-2330,1.0
CVE-2016-2347,1.0
CVE-2016-2383,6.0
CVE-2016-2384,1.0
CVE-2016-2385,1.0
CVE-2016-2391,2.0
CVE-2016-2392,1.0
CVE-2016-2521,1.0
CVE-2016-2522,1.0
CVE-2016-2523,1.0
CVE-2016-2524,1.0
CVE-2016-2526,1.0
CVE-2016-2527,24.0
CVE-2016-2528,1.0
CVE-2016-2529,1.0
CVE-2016-2530,1.0
CVE-2016-2531,2.0
CVE-2016-2532,2.0
CVE-2016-2538,3.0
CVE-2016-2543,1.0
CVE-2016-2544,1.0
CVE-2016-2545,1.0
CVE-2016-2546,17.0
CVE-2016-2547,1.0
CVE-2016-2548,1.0
CVE-2016-2549,1.0
CVE-2016-2550,3.0
CVE-2016-2559,2.0
CVE-2016-2560,48.0
CVE-2016-2561,283.0
CVE-2016-2562,3.0
CVE-2016-2782,1.0
CVE-2016-2841,1.0
CVE-2016-2842,21.0
CVE-2016-2847,1.0
CVE-2016-2857,1.0
CVE-2016-2858,79.0
CVE-2016-3062,7.0
CVE-2016-3070,9.0
CVE-2016-3074,28.0
CVE-2016-3078,46.5
CVE-2016-3119,1.0
CVE-2016-3120,1.0
CVE-2016-3132,1.0
CVE-2016-3134,102.0
CVE-2016-3135,1.0
CVE-2016-3136,2.0
CVE-2016-3137,1.0
CVE-2016-3138,1.0
CVE-2016-3140,1.0
CVE-2016-3141,2.0
CVE-2016-3142,3.0
CVE-2016-3156,17.0
CVE-2016-3178,21.0
CVE-2016-3179,1.0
CVE-2016-3183,1430.0
CVE-2016-3185,1.0
CVE-2016-3672,1.0
CVE-2016-3689,1.0
CVE-2016-3695,1.0
CVE-2016-3698,5.0
CVE-2016-3699,6.0
CVE-2016-3713,1.0
CVE-2016-3714,460.0
CVE-2016-3721,991.0
CVE-2016-3722,1290.0
CVE-2016-3723,984.0
CVE-2016-3724,444.0
CVE-2016-3725,467.0
CVE-2016-3726,2.0
CVE-2016-3727,765.0
CVE-2016-3733,212.0
CVE-2016-3734,5.0
CVE-2016-3841,647.0
CVE-2016-3951,17.0
CVE-2016-3955,1.0
CVE-2016-4001,1.0
CVE-2016-4006,1.0
CVE-2016-4020,1.0
CVE-2016-4037,1.0
CVE-2016-4070,14.0
CVE-2016-4071,1.0
CVE-2016-4072,11.0
CVE-2016-4073,21.0
CVE-2016-4076,1418.0
CVE-2016-4077,1.0
CVE-2016-4078,23.0
CVE-2016-4079,1.0
CVE-2016-4080,1.0
CVE-2016-4081,3.0
CVE-2016-4082,116.0
CVE-2016-4083,11.0
CVE-2016-4084,2.0
CVE-2016-4300,4.0
CVE-2016-4301,41.0
CVE-2016-4302,1.0
CVE-2016-4303,172.0
CVE-2016-4414,1.0
CVE-2016-4440,1.0
CVE-2016-4470,1.0
CVE-2016-4478,4.0
CVE-2016-4482,1.0
CVE-2016-4485,1.0
CVE-2016-4486,2.0
CVE-2016-4537,4.0
CVE-2016-4538,5.0
CVE-2016-4539,18.0
CVE-2016-4540,6.0
CVE-2016-4541,5.0
CVE-2016-4542,63.0
CVE-2016-4543,45.0
CVE-2016-4544,67.0
CVE-2016-4557,1.0
CVE-2016-4558,12.0
CVE-2016-4562,676.0
CVE-2016-4563,445.0
CVE-2016-4564,613.0
CVE-2016-4565,1.0
CVE-2016-4568,1.0
CVE-2016-4569,2.0
CVE-2016-4578,1.0
CVE-2016-4580,1.0
CVE-2016-4581,1.0
CVE-2016-4796,1.0
CVE-2016-4797,23.0
CVE-2016-4804,43.0
CVE-2016-4805,3.0
CVE-2016-4809,1.0
CVE-2016-4817,175.0
CVE-2016-4913,1.0
CVE-2016-4951,1.0
CVE-2016-4964,1.0
CVE-2016-4979,336.0
CVE-2016-4997,49.0
CVE-2016-4998,32.0
CVE-2016-5009,26.0
CVE-2016-5093,6.0
CVE-2016-5094,385.0
CVE-2016-5096,4.0
CVE-2016-5097,641.0
CVE-2016-5099,3303.0
CVE-2016-5104,50.0
CVE-2016-5114,2.5
CVE-2016-5116,55.0
CVE-2016-5118,462.0
CVE-2016-5126,2.0
CVE-2016-5157,525.0
CVE-2016-5195,1.0
CVE-2016-5243,1.0
CVE-2016-5244,1.0
CVE-2016-5314,20.0
CVE-2016-5337,1.0
CVE-2016-5338,5.0
CVE-2016-5350,3.0
CVE-2016-5351,2.0
CVE-2016-5352,12.0
CVE-2016-5353,96.0
CVE-2016-5354,1.0
CVE-2016-5355,2.5
CVE-2016-5356,98.5
CVE-2016-5357,12.5
CVE-2016-5358,301.0
CVE-2016-5359,25.0
CVE-2016-5361,389.0
CVE-2016-5400,1.0
CVE-2016-5418,1919.0
CVE-2016-5426,2123.0
CVE-2016-5427,1178.0
CVE-2016-5688,2082.5
CVE-2016-5689,14.0
CVE-2016-5690,14.0
CVE-2016-5691,1.0
CVE-2016-5696,1.0
CVE-2016-5701,1.0
CVE-2016-5702,5.0
CVE-2016-5703,349.0
CVE-2016-5704,29.0
CVE-2016-5705,1861.0
CVE-2016-5706,2.0
CVE-2016-5728,1.0
CVE-2016-5730,5.0
CVE-2016-5731,9.0
CVE-2016-5732,20.0
CVE-2016-5733,42.0
CVE-2016-5734,900.0
CVE-2016-5735,1.0
CVE-2016-5739,1.0
CVE-2016-5766,1.0
CVE-2016-5767,114.0
CVE-2016-5768,79.0
CVE-2016-5769,2.0
CVE-2016-5770,275.0
CVE-2016-5771,12.0
CVE-2016-5772,1.0
CVE-2016-5773,2.0
CVE-2016-5829,1.0
CVE-2016-5841,2043.0
CVE-2016-5842,3087.0
CVE-2016-5844,37.0
CVE-2016-5873,6.0
CVE-2016-6128,2.0
CVE-2016-6129,40.0
CVE-2016-6130,1.0
CVE-2016-6136,4.0
CVE-2016-6156,1.0
CVE-2016-6164,1.0
CVE-2016-6187,1.0
CVE-2016-6197,1.0
CVE-2016-6198,1.0
CVE-2016-6213,1.0
CVE-2016-6214,12.0
CVE-2016-6250,412.0
CVE-2016-6254,1.0
CVE-2016-6255,1.0
CVE-2016-6271,1.0
CVE-2016-6288,1.0
CVE-2016-6289,23.0
CVE-2016-6290,15.0
CVE-2016-6291,11.0
CVE-2016-6292,6.0
CVE-2016-6293,130.0
CVE-2016-6294,2.0
CVE-2016-6295,26.0
CVE-2016-6296,6.0
CVE-2016-6297,32.0
CVE-2016-6302,1.0
CVE-2016-6303,1.0
CVE-2016-6304,2.0
CVE-2016-6327,1.0
CVE-2016-6351,2.0
CVE-2016-6490,1.0
CVE-2016-6491,3.0
CVE-2016-6494,1.0
CVE-2016-6505,1.0
CVE-2016-6506,2.0
CVE-2016-6508,12.0
CVE-2016-6509,23.0
CVE-2016-6510,2.0
CVE-2016-6511,139.0
CVE-2016-6512,3.0
CVE-2016-6513,1.0
CVE-2016-6515,2.0
CVE-2016-6516,1.0
CVE-2016-6520,1.0
CVE-2016-6561,18.0
CVE-2016-6663,86.0
CVE-2016-6786,1411.0
CVE-2016-6787,1411.0
CVE-2016-6823,6.0
CVE-2016-6833,1.0
CVE-2016-6834,1.0
CVE-2016-6835,2.0
CVE-2016-6836,1.0
CVE-2016-6870,3.0
CVE-2016-6871,57.0
CVE-2016-6872,1.0
CVE-2016-6873,1.0
CVE-2016-6874,1.0
CVE-2016-6875,1.0
CVE-2016-6888,1.0
CVE-2016-6905,130.0
CVE-2016-6906,5.0
CVE-2016-6920,2.0
CVE-2016-7035,53.0
CVE-2016-7052,74.0
CVE-2016-7056,1383.0
CVE-2016-7097,333.0
CVE-2016-7101,276.5
CVE-2016-7115,58.0
CVE-2016-7116,3.0
CVE-2016-7117,1.0
CVE-2016-7124,10.5
CVE-2016-7125,22.0
CVE-2016-7126,2.5
CVE-2016-7127,1.0
CVE-2016-7128,1.0
CVE-2016-7129,2.0
CVE-2016-7130,1.0
CVE-2016-7131,2.5
CVE-2016-7132,2.5
CVE-2016-7133,396.0
CVE-2016-7134,45.0
CVE-2016-7142,15.0
CVE-2016-7144,1.0
CVE-2016-7145,1.0
CVE-2016-7151,3.0
CVE-2016-7155,1.0
CVE-2016-7156,1.0
CVE-2016-7157,1.0
CVE-2016-7161,1.0
CVE-2016-7163,85.0
CVE-2016-7166,51.0
CVE-2016-7170,1.0
CVE-2016-7175,43.0
CVE-2016-7176,2.0
CVE-2016-7177,2.0
CVE-2016-7178,151.0
CVE-2016-7179,2.0
CVE-2016-7180,1.0
CVE-2016-7398,39.0
CVE-2016-7411,2.0
CVE-2016-7412,15.0
CVE-2016-7413,1.0
CVE-2016-7414,1.0
CVE-2016-7416,1.0
CVE-2016-7417,18.0
CVE-2016-7418,5.0
CVE-2016-7421,1.0
CVE-2016-7422,1.0
CVE-2016-7423,1.0
CVE-2016-7425,1.0
CVE-2016-7466,1.0
CVE-2016-7480,3.0
CVE-2016-7513,462.0
CVE-2016-7514,72.5
CVE-2016-7515,83.0
CVE-2016-7520,14.0
CVE-2016-7521,49.0
CVE-2016-7522,20.0
CVE-2016-7524,166.0
CVE-2016-7525,1.0
CVE-2016-7526,362.5
CVE-2016-7527,18.0
CVE-2016-7528,18.5
CVE-2016-7529,16.0
CVE-2016-7530,660.0
CVE-2016-7532,135.0
CVE-2016-7533,4.0
CVE-2016-7534,1586.0
CVE-2016-7536,162.5
CVE-2016-7537,111.0
CVE-2016-7538,628.0
CVE-2016-7539,1968.0
CVE-2016-7540,3.0
CVE-2016-7568,595.5
CVE-2016-7797,133.0
CVE-2016-7798,4.0
CVE-2016-7799,34.0
CVE-2016-7838,2.0
CVE-2016-7906,21.0
CVE-2016-7908,1.0
CVE-2016-7910,1.0
CVE-2016-7911,16.0
CVE-2016-7912,1.0
CVE-2016-7913,409.0
CVE-2016-7914,2175.0
CVE-2016-7915,1.0
CVE-2016-7916,1.0
CVE-2016-7917,24.0
CVE-2016-7957,1.0
CVE-2016-7958,23.0
CVE-2016-7969,5.0
CVE-2016-7995,1.0
CVE-2016-8339,6.0
CVE-2016-8576,1.0
CVE-2016-8577,1.0
CVE-2016-8610,380.0
CVE-2016-8630,1.0
CVE-2016-8633,3.0
CVE-2016-8636,2.0
CVE-2016-8645,1.0
CVE-2016-8646,1.0
CVE-2016-8649,167.0
CVE-2016-8650,1.0
CVE-2016-8654,34.0
CVE-2016-8655,1.0
CVE-2016-8658,1.0
CVE-2016-8666,1.0
CVE-2016-8669,1.0
CVE-2016-8670,55.0
CVE-2016-8675,30.0
CVE-2016-8677,657.0
CVE-2016-8687,1.0
CVE-2016-8688,2.0
CVE-2016-8689,1.0
CVE-2016-8690,19.0
CVE-2016-8691,189.0
CVE-2016-8692,189.0
CVE-2016-8693,82.0
CVE-2016-8740,363.0
CVE-2016-8858,1.0
CVE-2016-8860,239.0
CVE-2016-8884,238.0
CVE-2016-8887,27.0
CVE-2016-9083,3.0
CVE-2016-9084,5.0
CVE-2016-9102,1.0
CVE-2016-9103,1.0
CVE-2016-9105,1.0
CVE-2016-9106,1.0
CVE-2016-9120,1.0
CVE-2016-9132,4.0
CVE-2016-9137,12.0
CVE-2016-9191,174.0
CVE-2016-9262,34.0
CVE-2016-9298,74.0
CVE-2016-9299,584.0
CVE-2016-9313,1.0
CVE-2016-9372,5.0
CVE-2016-9373,6.0
CVE-2016-9374,2.0
CVE-2016-9375,1.0
CVE-2016-9376,75.0
CVE-2016-9387,11.0
CVE-2016-9388,22.0
CVE-2016-9389,227.0
CVE-2016-9390,471.0
CVE-2016-9391,71.0
CVE-2016-9392,834.0
CVE-2016-9393,818.0
CVE-2016-9394,831.0
CVE-2016-9395,106.0
CVE-2016-9400,17.0
CVE-2016-9435,110.0
CVE-2016-9436,25.0
CVE-2016-9533,2.0
CVE-2016-9534,2.0
CVE-2016-9535,13.0
CVE-2016-9536,1.0
CVE-2016-9537,2.0
CVE-2016-9538,1.0
CVE-2016-9539,1.0
CVE-2016-9540,1.0
CVE-2016-9555,1.0
CVE-2016-9556,2089.0
CVE-2016-9557,127.0
CVE-2016-9559,38.0
CVE-2016-9560,194.0
CVE-2016-9566,674.0
CVE-2016-9572,86.0
CVE-2016-9573,1577.0
CVE-2016-9576,1.0
CVE-2016-9580,50.0
CVE-2016-9581,39.0
CVE-2016-9583,957.0
CVE-2016-9588,13.0
CVE-2016-9685,4.0
CVE-2016-9754,1.0
CVE-2016-9755,1.0
CVE-2016-9756,1.0
CVE-2016-9777,1.0
CVE-2016-9793,1.0
CVE-2016-9794,1.0
CVE-2016-9806,1.0
CVE-2016-9840,22.0
CVE-2016-9841,120.0
CVE-2016-9842,1.0
CVE-2016-9843,1.0
CVE-2016-9888,1.0
CVE-2016-9913,5.0
CVE-2016-9914,1.0
CVE-2016-9915,1.0
CVE-2016-9916,1.0
CVE-2016-9919,1.0
CVE-2016-9922,1.0
CVE-2016-9933,28.5
CVE-2016-9934,1.0
CVE-2016-9935,2.5
CVE-2016-9936,44.0
CVE-2017-0028,919.0
CVE-2017-0152,32.0
CVE-2017-0196,2097.0
CVE-2017-0375,5.0
CVE-2017-0376,1.0
CVE-2017-0377,1.0
CVE-2017-0380,4.0
CVE-2017-1000016,1651.0
CVE-2017-1000083,1.0
CVE-2017-1000211,1.0
CVE-2017-1000249,2289.0
CVE-2017-1000251,1009.0
CVE-2017-1000252,1.0
CVE-2017-1000353,4.0
CVE-2017-1000354,142.0
CVE-2017-1000369,939.0
CVE-2017-1000380,8.0
CVE-2017-1000391,195.0
CVE-2017-1000392,4.0
CVE-2017-1000393,442.0
CVE-2017-1000395,41.0
CVE-2017-1000398,88.0
CVE-2017-1000399,42.0
CVE-2017-1000400,1.0
CVE-2017-1000401,4.0
CVE-2017-1000414,72.0
CVE-2017-1000418,131.0
CVE-2017-1000458,8.0
CVE-2017-1000494,61.0
CVE-2017-1000503,1748.0
CVE-2017-1000504,1916.0
CVE-2017-10661,1.0
CVE-2017-10662,1.0
CVE-2017-10663,1.0
CVE-2017-10671,3.0
CVE-2017-10807,40.0
