cve,rank
CVE-2013-0854,82.0
CVE-2013-0855,2.0
CVE-2013-0856,1.0
CVE-2013-0857,1.0
CVE-2013-0858,1.0
CVE-2013-0860,1.0
CVE-2013-0865,1.0
CVE-2013-0866,67.0
CVE-2013-0867,1.0
CVE-2013-0868,10.0
CVE-2013-0869,5.0
CVE-2013-0871,5.0
CVE-2013-0873,1.0
CVE-2013-0894,10.0
CVE-2013-0914,1.0
CVE-2013-1415,1.0
CVE-2013-1416,1.0
CVE-2013-1417,1.0
CVE-2013-1418,2.0
CVE-2013-1428,1.0
CVE-2013-1439,628.0
CVE-2013-1635,220.0
CVE-2013-1643,60.0
CVE-2013-1763,3.0
CVE-2013-1767,1.0
CVE-2013-1772,1.0
CVE-2013-1773,212.0
CVE-2013-1774,6.0
CVE-2013-1792,1.0
CVE-2013-1796,1.0
CVE-2013-1797,1.0
CVE-2013-1798,1.0
CVE-2013-1819,1.0
CVE-2013-1824,39.0
CVE-2013-1826,1.0
CVE-2013-1828,1.0
CVE-2013-1830,38.0
CVE-2013-1831,74.0
CVE-2013-1832,1.0
CVE-2013-1833,803.0
CVE-2013-1834,5.0
CVE-2013-1835,7.0
CVE-2013-1836,396.0
CVE-2013-1848,66.0
CVE-2013-1858,1.0
CVE-2013-1860,15.0
CVE-2013-1928,1.0
CVE-2013-1929,1.0
CVE-2013-1943,68.0
CVE-2013-1944,8.0
CVE-2013-1956,1.0
CVE-2013-1957,1.0
CVE-2013-1958,2.0
CVE-2013-1959,446.0
CVE-2013-2015,1.0
CVE-2013-2016,76.0
CVE-2013-2017,9.0
CVE-2013-2020,29.0
CVE-2013-2021,316.0
CVE-2013-2058,10.0
CVE-2013-2061,738.0
CVE-2013-2080,73.0
CVE-2013-2081,5.0
CVE-2013-2082,14.0
CVE-2013-2083,146.0
CVE-2013-2094,124.0
CVE-2013-2124,1.0
CVE-2013-2126,91.0
CVE-2013-2127,438.0
CVE-2013-2128,1.0
CVE-2013-2130,19.0
CVE-2013-2132,57.0
CVE-2013-2140,2.0
CVE-2013-2141,1.0
CVE-2013-2146,29.0
CVE-2013-2174,1.0
CVE-2013-2182,34.0
CVE-2013-2206,1.0
CVE-2013-2220,1.0
CVE-2013-2232,1.0
CVE-2013-2234,1.0
CVE-2013-2237,1109.0
CVE-2013-2277,1.0
CVE-2013-2495,4.0
CVE-2013-2496,41.0
CVE-2013-2546,10.0
CVE-2013-2547,2.0
CVE-2013-2548,20.0
CVE-2013-2596,407.0
CVE-2013-2634,775.0
CVE-2013-2635,1.0
CVE-2013-2636,1363.0
CVE-2013-2850,1.0
CVE-2013-2929,1.0
CVE-2013-2930,1.0
CVE-2013-3076,1.0
CVE-2013-3222,1.0
CVE-2013-3223,1.0
CVE-2013-3224,1.0
CVE-2013-3225,18.0
CVE-2013-3226,17.0
CVE-2013-3227,1.0
CVE-2013-3228,1.0
CVE-2013-3229,1.0
CVE-2013-3230,1.0
CVE-2013-3231,1.0
CVE-2013-3232,34.0
CVE-2013-3233,1.0
CVE-2013-3234,1.0
CVE-2013-3235,2.0
CVE-2013-3236,1.0
CVE-2013-3237,37.0
CVE-2013-3239,2.0
CVE-2013-3301,2.0
CVE-2013-3302,3.0
CVE-2013-3670,38.0
CVE-2013-3672,1.0
CVE-2013-3674,7.0
CVE-2013-3722,5.0
CVE-2013-3735,380.0
CVE-2013-3742,383.0
CVE-2013-4113,915.0
CVE-2013-4118,26.0
CVE-2013-4119,3.0
CVE-2013-4125,1.0
CVE-2013-4127,34.0
CVE-2013-4129,36.0
CVE-2013-4148,1.0
CVE-2013-4149,1.0
CVE-2013-4150,1.0
CVE-2013-4151,4.0
CVE-2013-4160,2.0
CVE-2013-4162,36.0
CVE-2013-4163,54.0
CVE-2013-4205,133.0
CVE-2013-4220,5.0
CVE-2013-4244,489.0
CVE-2013-4247,2.0
CVE-2013-4248,44.0
CVE-2013-4254,1.0
CVE-2013-4263,66.0
CVE-2013-4264,7.0
CVE-2013-4265,1.0
CVE-2013-4270,148.0
CVE-2013-4299,16.0
CVE-2013-4300,5.0
CVE-2013-4312,2.0
CVE-2013-4350,1.0
CVE-2013-4358,5.0
CVE-2013-4387,4.0
CVE-2013-4470,413.0
CVE-2013-4483,1030.0
CVE-2013-4511,1215.0
CVE-2013-4512,6.0
CVE-2013-4513,30.0
CVE-2013-4514,8.0
CVE-2013-4515,24.0
CVE-2013-4516,77.0
CVE-2013-4526,1.0
CVE-2013-4527,104.0
CVE-2013-4530,1.0
CVE-2013-4531,1.0
CVE-2013-4532,1199.0
CVE-2013-4533,1.0
CVE-2013-4534,1.0
CVE-2013-4535,1.0
CVE-2013-4537,4.0
CVE-2013-4538,1.0
CVE-2013-4539,1.0
CVE-2013-4540,1.0
CVE-2013-4541,1.0
CVE-2013-4542,1.0
CVE-2013-4544,1217.0
CVE-2013-4563,1.0
CVE-2013-4587,1.0
CVE-2013-4588,10.0
CVE-2013-4591,1.0
CVE-2013-4592,5.0
CVE-2013-4623,4.0
CVE-2013-4729,900.0
CVE-2013-5029,1.0
CVE-2013-5634,1.0
CVE-2013-5705,94.0
CVE-2013-6367,1.0
CVE-2013-6368,7.0
CVE-2013-6376,1.0
CVE-2013-6378,12.0
CVE-2013-6380,80.0
CVE-2013-6381,18.0
CVE-2013-6383,9.0
CVE-2013-6399,1.0
CVE-2013-6401,18.0
CVE-2013-6420,11.0
CVE-2013-6431,2.0
CVE-2013-6432,95.0
CVE-2013-6450,3.0
CVE-2013-6712,17.0
CVE-2013-6763,268.0
CVE-2013-6800,1.0
CVE-2013-7008,9.0
CVE-2013-7009,2.0
CVE-2013-7010,210.0
CVE-2013-7011,12.0
CVE-2013-7012,2.0
CVE-2013-7013,49.0
CVE-2013-7014,465.0
CVE-2013-7015,75.0
CVE-2013-7016,73.0
CVE-2013-7017,110.0
CVE-2013-7018,39.0
CVE-2013-7019,20.0
CVE-2013-7020,34.0
CVE-2013-7021,46.0
CVE-2013-7022,2.0
CVE-2013-7023,196.0
CVE-2013-7024,41.0
CVE-2013-7026,2.0
CVE-2013-7027,1.0
CVE-2013-7226,642.5
CVE-2013-7262,1.0
CVE-2013-7263,86.0
CVE-2013-7264,54.0
CVE-2013-7265,54.0
CVE-2013-7266,50.0
CVE-2013-7267,47.0
CVE-2013-7268,47.0
CVE-2013-7269,63.0
CVE-2013-7270,50.0
CVE-2013-7271,63.0
CVE-2013-7281,76.0
CVE-2013-7294,5.0
CVE-2013-7299,530.0
CVE-2013-7327,75.0
CVE-2013-7328,48.0
CVE-2013-7339,53.0
CVE-2013-7341,5.0
CVE-2013-7348,2.0
CVE-2013-7421,555.0
CVE-2013-7441,3.0
CVE-2013-7446,2.0
CVE-2013-7449,8.0
CVE-2013-7455,1.0
CVE-2013-7456,8.0
CVE-2013-7459,77.0
CVE-2014-0038,1.0
CVE-2014-0049,1.0
CVE-2014-0063,153.0
CVE-2014-0064,6.0
CVE-2014-0069,1.0
CVE-2014-0076,1.0
CVE-2014-0077,1.0
CVE-2014-0101,1.0
CVE-2014-0122,7.0
CVE-2014-0123,5.0
CVE-2014-0124,110.0
CVE-2014-0125,1.0
CVE-2014-0126,2505.0
CVE-2014-0127,612.0
CVE-2014-0129,103.0
CVE-2014-0131,265.0
CVE-2014-0142,1.0
CVE-2014-0143,93.0
CVE-2014-0145,2.0
CVE-2014-0146,1.0
CVE-2014-0160,6.0
CVE-2014-0182,7.0
CVE-2014-0185,1719.0
CVE-2014-0195,20.0
CVE-2014-0196,1.0
CVE-2014-0203,137.0
CVE-2014-0205,4.0
CVE-2014-0206,1.0
CVE-2014-0207,104.0
CVE-2014-0213,2713.0
CVE-2014-0214,37.0
CVE-2014-0216,26.0
CVE-2014-0217,201.0
CVE-2014-0218,126.0
CVE-2014-0221,2.0
CVE-2014-0224,134.0
CVE-2014-0236,1293.0
CVE-2014-0237,429.0
CVE-2014-0238,140.0
CVE-2014-0749,104.0
CVE-2014-1439,1.0
CVE-2014-1444,1.0
CVE-2014-1445,1.0
CVE-2014-1446,6.0
CVE-2014-1690,1.0
CVE-2014-1737,37.0
CVE-2014-1738,40.0
CVE-2014-1739,839.0
CVE-2014-1831,1.0
CVE-2014-1832,1.0
CVE-2014-1874,2.0
CVE-2014-1879,36.0
CVE-2014-2020,1350.0
CVE-2014-2038,1.0
CVE-2014-2058,653.0
CVE-2014-2059,937.0
CVE-2014-2062,14.0
CVE-2014-2063,1.0
CVE-2014-2064,1445.0
CVE-2014-2065,1.0
CVE-2014-2066,37.0
CVE-2014-2067,5.0
CVE-2014-2068,1309.0
CVE-2014-2098,908.0
CVE-2014-2208,96.0
CVE-2014-2209,31.0
CVE-2014-2263,65.0
CVE-2014-2270,1907.0
CVE-2014-2523,1.0
CVE-2014-2567,5.0
CVE-2014-2571,1.0
CVE-2014-2572,187.0
CVE-2014-2669,5.0
CVE-2014-2672,60.0
CVE-2014-2673,2.0
CVE-2014-2706,4.0
CVE-2014-2739,4.0
CVE-2014-2829,3750.0
CVE-2014-2889,2.0
CVE-2014-2907,2.0
CVE-2014-3122,4.0
CVE-2014-3144,1.0
CVE-2014-3145,1.0
CVE-2014-3153,420.5
CVE-2014-3158,1.0
CVE-2014-3181,57.0
CVE-2014-3182,2.0
CVE-2014-3183,1.0
CVE-2014-3184,1321.0
CVE-2014-3185,1.0
CVE-2014-3186,2.0
CVE-2014-3470,195.0
CVE-2014-3478,142.0
CVE-2014-3479,158.0
CVE-2014-3480,236.0
CVE-2014-3487,223.0
CVE-2014-3505,4.0
CVE-2014-3506,50.0
CVE-2014-3507,2.0
CVE-2014-3508,278.0
CVE-2014-3509,123.0
CVE-2014-3510,3.0
CVE-2014-3511,32.0
CVE-2014-3512,7.0
CVE-2014-3513,127.0
CVE-2014-3515,57.0
CVE-2014-3534,25.0
CVE-2014-3535,1350.0
CVE-2014-3538,1102.0
CVE-2014-3541,1.0
CVE-2014-3542,1.0
CVE-2014-3543,2.0
CVE-2014-3544,24.0
CVE-2014-3545,47.0
CVE-2014-3546,237.0
CVE-2014-3547,177.0
CVE-2014-3548,101.0
CVE-2014-3551,719.0
CVE-2014-3553,3.0
CVE-2014-3568,934.0
CVE-2014-3569,32.0
CVE-2014-3570,3772.0
CVE-2014-3571,488.5
CVE-2014-3572,12.0
CVE-2014-3587,404.0
CVE-2014-3597,18.0
CVE-2014-3601,1.0
CVE-2014-3610,1.0
CVE-2014-3611,1.0
CVE-2014-3615,4.0
CVE-2014-3617,150.0
CVE-2014-3631,1.0
CVE-2014-3645,45.0
CVE-2014-3646,5.0
CVE-2014-3647,771.0
CVE-2014-3661,730.0
CVE-2014-3662,2071.0
CVE-2014-3663,563.0
CVE-2014-3664,2.0
CVE-2014-3666,2341.0
CVE-2014-3667,1460.0
CVE-2014-3668,645.0
CVE-2014-3669,175.0
CVE-2014-3670,2.0
CVE-2014-3673,1.0
CVE-2014-3680,60.0
CVE-2014-3681,4099.0
CVE-2014-3687,1.0
CVE-2014-3688,1.0
CVE-2014-3690,9.0
CVE-2014-3710,384.5
CVE-2014-3971,2710.0
CVE-2014-3980,2.0
CVE-2014-3981,73.0
CVE-2014-3985,5.0
CVE-2014-4014,9.0
CVE-2014-4020,162.0
CVE-2014-4027,1426.0
CVE-2014-4049,18.0
CVE-2014-4341,1.0
CVE-2014-4342,1.0
CVE-2014-4343,1.0
CVE-2014-4344,1.0
CVE-2014-4345,1.0
CVE-2014-4348,89.0
CVE-2014-4349,79.0
CVE-2014-4501,406.0
CVE-2014-4502,1264.0
CVE-2014-4608,1488.0
CVE-2014-4611,22.0
CVE-2014-4652,25.0
CVE-2014-4653,529.0
CVE-2014-4654,1.0
CVE-2014-4655,1.0
CVE-2014-4656,9.0
CVE-2014-4667,1.0
CVE-2014-4668,3.0
CVE-2014-4943,1.0
CVE-2014-4954,159.0
CVE-2014-4955,122.0
CVE-2014-4978,1024.0
CVE-2014-4986,215.0
CVE-2014-4987,637.0
CVE-2014-5045,28.0
CVE-2014-5077,1.0
CVE-2014-5139,1.0
CVE-2014-5161,1.0
CVE-2014-5162,2.0
CVE-2014-5163,137.0
CVE-2014-5164,35.0
CVE-2014-5165,1.0
CVE-2014-5206,1.0
CVE-2014-5207,1.0
CVE-2014-5263,1.0
CVE-2014-5271,110.0
CVE-2014-5272,1.0
CVE-2014-5273,2436.0
CVE-2014-5274,5.0
CVE-2014-5336,4.0
CVE-2014-5351,1.0
CVE-2014-5352,138.0
CVE-2014-5353,1.0
CVE-2014-5354,1.0
CVE-2014-5355,1.0
CVE-2014-5386,1.0
CVE-2014-5388,1953.0
CVE-2014-5471,1.0
CVE-2014-5472,55.0
CVE-2014-6228,24.0
CVE-2014-6229,45.0
CVE-2014-6262,1787.0
CVE-2014-6300,2.0
CVE-2014-6395,26.0
CVE-2014-6396,277.0
CVE-2014-6410,1.0
CVE-2014-6416,14.0
CVE-2014-6417,53.0
CVE-2014-6418,96.0
CVE-2014-6421,5.0
CVE-2014-6422,2.0
CVE-2014-6423,1.0
CVE-2014-6424,148.0
CVE-2014-6425,1.0
CVE-2014-6426,1.0
CVE-2014-6427,1.0
CVE-2014-6428,78.0
CVE-2014-6429,1.0
CVE-2014-6430,1.0
CVE-2014-6431,1.0
CVE-2014-6432,1.0
CVE-2014-7145,141.0
CVE-2014-7217,730.0
CVE-2014-7283,1.0
CVE-2014-7284,14.0
CVE-2014-7815,1.0
CVE-2014-7822,10.0
CVE-2014-7825,4.0
CVE-2014-7826,6.0
CVE-2014-7830,1.0
CVE-2014-7831,5.0
CVE-2014-7832,10.0
CVE-2014-7833,1.0
CVE-2014-7834,89.0
CVE-2014-7835,203.0
CVE-2014-7836,541.0
CVE-2014-7837,132.0
CVE-2014-7838,192.0
CVE-2014-7840,1.0
CVE-2014-7841,1.0
CVE-2014-7842,1.0
CVE-2014-7845,3335.0
CVE-2014-7846,72.0
CVE-2014-7847,2967.0
CVE-2014-7848,2772.0
CVE-2014-7933,2.0
CVE-2014-7937,1008.0
CVE-2014-8106,1484.0
CVE-2014-8109,165.0
CVE-2014-8116,247.0
CVE-2014-8130,15.0
CVE-2014-8133,137.0
CVE-2014-8142,120.0
CVE-2014-8160,1.0
CVE-2014-8172,349.0
CVE-2014-8176,657.0
CVE-2014-8275,6720.5
CVE-2014-8326,1400.0
CVE-2014-8369,1.0
CVE-2014-8480,69.0
CVE-2014-8481,300.0
CVE-2014-8483,2.0
CVE-2014-8509,5.0
CVE-2014-8541,2077.0
CVE-2014-8542,114.0
CVE-2014-8543,2.0
CVE-2014-8544,190.0
CVE-2014-8545,559.0
CVE-2014-8546,2.0
CVE-2014-8547,629.0
CVE-2014-8548,3.0
CVE-2014-8549,46.0
CVE-2014-8626,224.0
CVE-2014-8709,1.0
CVE-2014-8710,1.0
CVE-2014-8711,9.0
CVE-2014-8712,19.0
CVE-2014-8713,6.0
CVE-2014-8714,1.0
CVE-2014-8884,7.0
CVE-2014-8958,1115.0
CVE-2014-8959,2.0
CVE-2014-8960,256.0
CVE-2014-8961,13.0
CVE-2014-9050,96.0
CVE-2014-9059,724.0
CVE-2014-9060,346.0
CVE-2014-9090,5.0
CVE-2014-9114,146.0
CVE-2014-9218,2053.0
CVE-2014-9219,2.0
CVE-2014-9273,442.0
CVE-2014-9316,4.0
CVE-2014-9317,70.0
CVE-2014-9318,4.0
CVE-2014-9319,7.0
CVE-2014-9322,1.0
CVE-2014-9351,219.0
CVE-2014-9419,1.0
CVE-2014-9420,1.0
CVE-2014-9421,1.0
CVE-2014-9422,6.0
CVE-2014-9423,2.0
CVE-2014-9425,502.0
CVE-2014-9427,131.0
CVE-2014-9428,5.0
CVE-2014-9491,57.0
CVE-2014-9496,4.0
CVE-2014-9529,1.0
CVE-2014-9584,5.0
CVE-2014-9602,4.0
CVE-2014-9603,4.0
CVE-2014-9604,17.0
CVE-2014-9620,533.0
CVE-2014-9621,1276.0
CVE-2014-9625,1.0
CVE-2014-9626,1.0
CVE-2014-9627,4.0
CVE-2014-9628,1.0
CVE-2014-9629,1.0
CVE-2014-9630,1.0
CVE-2014-9634,1.0
CVE-2014-9635,23.0
CVE-2014-9644,2.0
CVE-2014-9652,171.0
CVE-2014-9653,609.0
CVE-2014-9683,2.0
CVE-2014-9710,5.0
CVE-2014-9714,179.0
CVE-2014-9717,10.0
CVE-2014-9718,1.0
CVE-2014-9728,86.0
CVE-2014-9729,24.0
CVE-2014-9730,1.0
CVE-2014-9731,45.0
CVE-2014-9756,15.0
CVE-2014-9767,1.0
CVE-2014-9773,1.0
CVE-2014-9803,607.0
CVE-2014-9854,2403.0
CVE-2014-9870,23.0
CVE-2014-9888,36.0
CVE-2014-9895,1016.0
CVE-2014-9903,1.0
CVE-2014-9904,5.0
CVE-2014-9907,1861.0
CVE-2014-9914,22.0
CVE-2014-9922,1.0
CVE-2014-9940,634.0
CVE-2015-0204,2.0
CVE-2015-0205,8.0
CVE-2015-0206,1.0
CVE-2015-0208,36.0
CVE-2015-0211,341.0
CVE-2015-0212,464.0
CVE-2015-0213,560.0
CVE-2015-0214,3226.0
CVE-2015-0215,1788.0
CVE-2015-0216,7.0
CVE-2015-0217,2303.0
CVE-2015-0218,199.0
CVE-2015-0228,1.0
CVE-2015-0231,55.0
CVE-2015-0232,105.0
CVE-2015-0239,11.0
CVE-2015-0253,5.0
CVE-2015-0273,4.0
CVE-2015-0274,1.0
CVE-2015-0275,3.0
CVE-2015-0278,2.0
CVE-2015-0286,1057.0
CVE-2015-0287,65.0
CVE-2015-0288,526.0
CVE-2015-0289,11.0
CVE-2015-0290,1.0
CVE-2015-0292,30.0
CVE-2015-0559,4.0
CVE-2015-0560,1.0
CVE-2015-0561,819.0
CVE-2015-0562,37.0
CVE-2015-0563,737.0
CVE-2015-0564,102.0
CVE-2015-0823,97.0
CVE-2015-0856,1.0
CVE-2015-1191,23.0
CVE-2015-1208,17.0
CVE-2015-1331,151.0
CVE-2015-1333,1.0
CVE-2015-1334,13.0
CVE-2015-1335,1.0
CVE-2015-1339,140.0
CVE-2015-1342,19.0
CVE-2015-1344,1.0
CVE-2015-1351,266.0
CVE-2015-1352,5.0
CVE-2015-1421,1.0
CVE-2015-1465,4.0
CVE-2015-1493,1.0
CVE-2015-1521,1.0
CVE-2015-1522,1.0
CVE-2015-1573,296.0
CVE-2015-1593,1.0
CVE-2015-1787,11.0
CVE-2015-1788,305.0
CVE-2015-1789,93.0
CVE-2015-1790,10.0
CVE-2015-1791,8.0
CVE-2015-1792,109.0
CVE-2015-1793,1.0
CVE-2015-1794,2.0
CVE-2015-1805,825.0
CVE-2015-1806,25.0
CVE-2015-1807,75.0
CVE-2015-1808,242.0
CVE-2015-1810,7.0
CVE-2015-1812,2319.0
