cve,rank
CVE-2015-1813,3770.0
CVE-2015-1814,3074.0
CVE-2015-1867,125.0
CVE-2015-1869,84.0
CVE-2015-1870,1.0
CVE-2015-1872,8.0
CVE-2015-2041,155.0
CVE-2015-2042,10.0
CVE-2015-2141,185.0
CVE-2015-2150,2.0
CVE-2015-2187,42.0
CVE-2015-2188,40.0
CVE-2015-2189,2.0
CVE-2015-2190,29.0
CVE-2015-2191,1.0
CVE-2015-2192,1.0
CVE-2015-2206,155.0
CVE-2015-2266,2288.0
CVE-2015-2267,776.0
CVE-2015-2268,1432.0
CVE-2015-2269,199.0
CVE-2015-2270,1176.0
CVE-2015-2271,6.0
CVE-2015-2272,404.0
CVE-2015-2273,182.0
CVE-2015-2301,1531.0
CVE-2015-2304,1.0
CVE-2015-2331,107.0
CVE-2015-2348,166.0
CVE-2015-2666,1.0
CVE-2015-2686,39.0
CVE-2015-2694,1.0
CVE-2015-2695,2.0
CVE-2015-2696,1.0
CVE-2015-2697,1.0
CVE-2015-2698,1.0
CVE-2015-2778,1.0
CVE-2015-2779,1.0
CVE-2015-2831,3.0
CVE-2015-2922,1.0
CVE-2015-2923,1.0
CVE-2015-2925,1.0
CVE-2015-3150,129.0
CVE-2015-3151,1248.0
CVE-2015-3152,1.0
CVE-2015-3159,506.0
CVE-2015-3174,59.0
CVE-2015-3175,209.0
CVE-2015-3176,2724.0
CVE-2015-3178,1594.0
CVE-2015-3179,61.0
CVE-2015-3180,3207.0
CVE-2015-3181,2439.0
CVE-2015-3183,7.0
CVE-2015-3185,21.0
CVE-2015-3212,7.0
CVE-2015-3214,3711.0
CVE-2015-3215,161.0
CVE-2015-3272,2178.0
CVE-2015-3274,235.0
CVE-2015-3275,742.0
CVE-2015-3288,27.0
CVE-2015-3315,688.0
CVE-2015-3329,6.0
CVE-2015-3330,498.0
CVE-2015-3331,1.0
CVE-2015-3339,131.0
CVE-2015-3395,147.0
CVE-2015-3400,2529.0
CVE-2015-3411,79.0
CVE-2015-3412,682.0
CVE-2015-3417,370.0
CVE-2015-3456,3.0
CVE-2015-3636,101.0
CVE-2015-3808,1.0
CVE-2015-3809,1.0
CVE-2015-3810,13.0
CVE-2015-3811,14.0
CVE-2015-3812,9.0
CVE-2015-3813,10.0
CVE-2015-3814,7.0
CVE-2015-3815,1.0
CVE-2015-3885,1.0
CVE-2015-3902,516.0
CVE-2015-3903,83.0
CVE-2015-3906,1.0
CVE-2015-4001,46.0
CVE-2015-4002,167.0
CVE-2015-4003,15.0
CVE-2015-4036,8.0
CVE-2015-4041,1.0
CVE-2015-4042,3.0
CVE-2015-4054,1.0
CVE-2015-4116,4.0
CVE-2015-4167,3.0
CVE-2015-4170,7.0
CVE-2015-4176,17.0
CVE-2015-4177,4.0
CVE-2015-4178,5.0
CVE-2015-4335,96.0
CVE-2015-4471,2.0
CVE-2015-4599,1479.0
CVE-2015-4600,44.0
CVE-2015-4601,1401.0
CVE-2015-4602,1142.0
CVE-2015-4604,403.0
CVE-2015-4605,80.0
CVE-2015-4643,342.0
CVE-2015-4644,1.0
CVE-2015-4645,68.0
CVE-2015-4646,198.0
CVE-2015-4651,12.0
CVE-2015-4652,63.0
CVE-2015-4700,1.0
CVE-2015-5069,2.0
CVE-2015-5070,1.0
CVE-2015-5156,5.0
CVE-2015-5221,119.0
CVE-2015-5224,55.0
CVE-2015-5232,45.0
CVE-2015-5239,4.0
CVE-2015-5257,84.0
CVE-2015-5264,222.0
CVE-2015-5265,5.0
CVE-2015-5266,15.0
CVE-2015-5267,1.0
CVE-2015-5268,30.0
CVE-2015-5269,8.0
CVE-2015-5273,116.0
CVE-2015-5279,1.0
CVE-2015-5283,5.0
CVE-2015-5287,1.0
CVE-2015-5302,1.0
CVE-2015-5307,1.0
CVE-2015-5317,15.0
CVE-2015-5318,2.0
CVE-2015-5319,361.0
CVE-2015-5322,1829.0
CVE-2015-5323,1.0
CVE-2015-5324,584.0
CVE-2015-5325,120.0
CVE-2015-5326,1073.0
CVE-2015-5335,2178.0
CVE-2015-5336,1.0
CVE-2015-5337,56.0
CVE-2015-5338,30.0
CVE-2015-5339,299.0
CVE-2015-5340,42.0
CVE-2015-5341,9.0
CVE-2015-5342,1073.0
CVE-2015-5364,1.0
CVE-2015-5366,1.0
CVE-2015-5589,307.0
CVE-2015-5590,162.0
CVE-2015-5685,19.0
CVE-2015-5697,1.0
CVE-2015-5706,730.0
CVE-2015-5707,988.0
CVE-2015-5745,100.0
CVE-2015-6241,423.0
CVE-2015-6242,52.0
CVE-2015-6243,836.0
CVE-2015-6244,24.0
CVE-2015-6245,66.0
CVE-2015-6246,5.0
CVE-2015-6247,2.0
CVE-2015-6248,200.0
CVE-2015-6249,40.0
CVE-2015-6252,435.0
CVE-2015-6520,3.0
CVE-2015-6526,211.0
CVE-2015-6563,1544.0
CVE-2015-6564,252.0
CVE-2015-6761,19.0
CVE-2015-6781,3.0
CVE-2015-6817,2.0
CVE-2015-6818,1.0
CVE-2015-6819,260.0
CVE-2015-6820,3.0
CVE-2015-6821,557.0
CVE-2015-6822,25.0
CVE-2015-6823,8.0
CVE-2015-6824,535.0
CVE-2015-6825,155.0
CVE-2015-6826,306.0
CVE-2015-6830,16.0
CVE-2015-6937,51.0
CVE-2015-7509,80.0
CVE-2015-7510,4.0
CVE-2015-7512,1.0
CVE-2015-7513,6.0
CVE-2015-7515,1.0
CVE-2015-7519,165.0
CVE-2015-7536,356.0
CVE-2015-7538,270.0
CVE-2015-7539,595.0
CVE-2015-7549,63.0
CVE-2015-7550,1.0
CVE-2015-7551,18.0
CVE-2015-7566,1.0
CVE-2015-7613,2.0
CVE-2015-7803,47.0
CVE-2015-7804,255.0
CVE-2015-7830,174.0
CVE-2015-7837,1.0
CVE-2015-7872,1.0
CVE-2015-7873,64.0
CVE-2015-7884,4.0
CVE-2015-7885,2.0
CVE-2015-7990,1.0
CVE-2015-8011,1.0
CVE-2015-8012,6.0
CVE-2015-8026,73.0
CVE-2015-8104,9.0
CVE-2015-8215,1.0
CVE-2015-8216,1.0
CVE-2015-8217,30.0
CVE-2015-8218,2.0
CVE-2015-8219,2.0
CVE-2015-8324,781.0
CVE-2015-8363,30.0
CVE-2015-8364,116.0
CVE-2015-8365,2.0
CVE-2015-8374,1.0
CVE-2015-8382,1546.0
CVE-2015-8504,2.0
CVE-2015-8539,1.0
CVE-2015-8543,3.0
CVE-2015-8547,1.0
CVE-2015-8558,15.0
CVE-2015-8569,69.0
CVE-2015-8575,554.0
CVE-2015-8617,47.0
CVE-2015-8629,1.0
CVE-2015-8630,1.0
CVE-2015-8631,139.0
CVE-2015-8660,7.0
CVE-2015-8661,49.0
CVE-2015-8662,66.0
CVE-2015-8663,2.0
CVE-2015-8666,192.0
CVE-2015-8669,1039.0
CVE-2015-8702,20.0
CVE-2015-8711,54.0
CVE-2015-8712,128.0
CVE-2015-8713,28.0
CVE-2015-8714,1.0
CVE-2015-8715,4.0
CVE-2015-8716,242.0
CVE-2015-8717,195.0
CVE-2015-8718,1.0
CVE-2015-8719,1.0
CVE-2015-8720,1.0
CVE-2015-8721,1.0
CVE-2015-8722,402.0
CVE-2015-8723,6.0
CVE-2015-8724,2.0
CVE-2015-8725,5.0
CVE-2015-8726,2621.0
CVE-2015-8727,72.0
CVE-2015-8728,130.0
CVE-2015-8729,582.0
CVE-2015-8730,1347.0
CVE-2015-8731,29.0
CVE-2015-8732,595.0
CVE-2015-8733,1.0
CVE-2015-8734,32.0
CVE-2015-8735,1131.0
CVE-2015-8736,381.0
CVE-2015-8737,463.0
CVE-2015-8738,115.0
CVE-2015-8739,651.0
CVE-2015-8740,12.0
CVE-2015-8741,7.0
CVE-2015-8742,89.0
CVE-2015-8744,11.0
CVE-2015-8745,8.0
CVE-2015-8746,1.0
CVE-2015-8767,26.0
CVE-2015-8784,7.0
CVE-2015-8785,1.0
CVE-2015-8787,3.0
CVE-2015-8812,2418.0
CVE-2015-8816,1.0
CVE-2015-8817,2469.0
CVE-2015-8818,1.0
CVE-2015-8830,2.0
CVE-2015-8838,1816.0
CVE-2015-8839,2.0
CVE-2015-8844,1.0
CVE-2015-8845,1.0
CVE-2015-8852,2.0
CVE-2015-8863,1.0
CVE-2015-8865,169.5
CVE-2015-8866,2.0
CVE-2015-8867,10.0
CVE-2015-8869,1676.0
CVE-2015-8872,1.0
CVE-2015-8873,18.0
CVE-2015-8877,39.0
CVE-2015-8894,422.0
CVE-2015-8895,1186.0
CVE-2015-8896,942.0
CVE-2015-8897,61.0
CVE-2015-8898,166.0
CVE-2015-8900,7.0
CVE-2015-8935,516.5
CVE-2015-8950,670.0
CVE-2015-8952,19.0
CVE-2015-8953,1.0
CVE-2015-8955,2.0
CVE-2015-8956,2.0
CVE-2015-8957,3632.5
CVE-2015-8958,1034.5
CVE-2015-8959,171.0
CVE-2015-8961,34.0
CVE-2015-8962,1.0
CVE-2015-8963,1.0
CVE-2015-8964,2.0
CVE-2015-8966,566.0
CVE-2015-8967,1.0
CVE-2015-8970,166.0
CVE-2015-9004,1.0
CVE-2015-9016,30.0
CVE-2015-9252,5.0
CVE-2015-9253,102.0
CVE-2015-9289,1.0
CVE-2015-9542,18.0
CVE-2016-0546,342.0
CVE-2016-0701,1.0
CVE-2016-0702,2348.0
CVE-2016-0705,15.0
CVE-2016-0723,1.0
CVE-2016-0724,1011.0
CVE-2016-0728,3.0
CVE-2016-0758,1.0
CVE-2016-0788,17.0
CVE-2016-0789,710.0
CVE-2016-0790,15.0
CVE-2016-0791,71.0
CVE-2016-0792,255.0
CVE-2016-0797,2.0
CVE-2016-0798,2.0
CVE-2016-0799,14.0
CVE-2016-0823,8.0
CVE-2016-1000004,1566.0
CVE-2016-1000005,1146.0
CVE-2016-1000109,1.0
CVE-2016-10009,8.0
CVE-2016-10010,268.0
CVE-2016-10011,1.0
CVE-2016-10012,3.0
CVE-2016-10028,1.0
CVE-2016-10029,3.0
CVE-2016-10030,19.0
CVE-2016-10044,1.0
CVE-2016-10046,24.0
CVE-2016-10047,184.0
CVE-2016-10048,30.0
CVE-2016-10049,858.5
CVE-2016-10050,27.0
CVE-2016-10051,19389.25
CVE-2016-10052,990.5
CVE-2016-10053,426.5
CVE-2016-10054,75.0
CVE-2016-10055,57.0
CVE-2016-10056,33.0
CVE-2016-10057,72.0
CVE-2016-10058,74.5
CVE-2016-10059,466.0
CVE-2016-10060,495.0
CVE-2016-10061,69.0
CVE-2016-10063,2260.0
CVE-2016-10064,8742.5
CVE-2016-10065,317.0
CVE-2016-10066,13674.5
CVE-2016-10067,30.0
CVE-2016-10068,17.0
CVE-2016-10069,2.0
CVE-2016-10070,2556.5
CVE-2016-10071,430.5
CVE-2016-10088,494.0
CVE-2016-10092,360.0
CVE-2016-10093,8.0
CVE-2016-10094,4.0
CVE-2016-10128,1.0
CVE-2016-10129,1.0
CVE-2016-10130,1.0
CVE-2016-10144,12624.5
CVE-2016-10145,3447.0
CVE-2016-10146,22.0
CVE-2016-10147,1.0
CVE-2016-10150,240.0
CVE-2016-10153,7.0
CVE-2016-10154,1207.0
CVE-2016-10155,87.0
CVE-2016-10156,2594.0
CVE-2016-10158,68.0
CVE-2016-10159,1.0
CVE-2016-10160,1.0
CVE-2016-10161,1367.0
CVE-2016-10162,220.0
CVE-2016-10165,45.0
CVE-2016-10166,1.0
CVE-2016-10167,33.0
CVE-2016-10168,1.0
CVE-2016-10169,315.0
CVE-2016-10170,314.0
CVE-2016-10171,309.0
CVE-2016-10172,29.0
CVE-2016-10189,2808.0
CVE-2016-10190,537.0
CVE-2016-10191,59.0
CVE-2016-10192,238.0
CVE-2016-10200,40.0
CVE-2016-10208,1.0
CVE-2016-10210,371.0
CVE-2016-10211,2815.0
CVE-2016-10229,1.0
CVE-2016-10248,1.0
CVE-2016-10249,84.0
CVE-2016-10250,5.0
CVE-2016-10251,43.0
CVE-2016-10252,8.0
CVE-2016-10266,929.0
CVE-2016-10267,334.0
CVE-2016-10268,26.0
CVE-2016-10269,123.0
CVE-2016-10270,98.0
CVE-2016-10271,144.0
CVE-2016-10272,411.0
CVE-2016-10318,1.0
CVE-2016-10397,796.0
CVE-2016-10504,12.0
CVE-2016-10506,4.0
CVE-2016-10507,1475.0
CVE-2016-10517,1.0
CVE-2016-10544,217.0
CVE-2016-10712,45.0
CVE-2016-10741,1.0
CVE-2016-10746,1.0
CVE-2016-10749,45.0
CVE-2016-10764,1.0
CVE-2016-10906,2.0
CVE-2016-1237,11.0
CVE-2016-1245,1.0
CVE-2016-1248,1.0
CVE-2016-1541,1.0
CVE-2016-1568,1.0
CVE-2016-1583,26.0
CVE-2016-1709,37.0
CVE-2016-1904,3.0
CVE-2016-1927,12.0
CVE-2016-20014,1.0
CVE-2016-2038,3175.0
CVE-2016-2039,338.0
CVE-2016-2040,379.0
CVE-2016-2041,160.0
CVE-2016-2042,231.0
CVE-2016-2043,9.0
CVE-2016-2044,363.0
CVE-2016-2045,656.0
CVE-2016-2052,975.0
CVE-2016-2053,1.0
CVE-2016-2069,81.0
CVE-2016-2070,3.0
CVE-2016-2085,228.0
CVE-2016-2105,1.0
CVE-2016-2106,1.0
CVE-2016-2107,1757.0
CVE-2016-2108,572.0
CVE-2016-2109,244.0
CVE-2016-2117,1.0
CVE-2016-2151,1714.0
CVE-2016-2152,61.0
CVE-2016-2153,20.0
CVE-2016-2154,231.0
CVE-2016-2155,8.0
CVE-2016-2156,780.0
CVE-2016-2157,416.0
CVE-2016-2158,3.0
CVE-2016-2159,121.0
CVE-2016-2176,3.0
CVE-2016-2178,1.0
CVE-2016-2179,3.0
CVE-2016-2180,26.0
CVE-2016-2181,1.0
CVE-2016-2182,38.0
CVE-2016-2184,1.0
CVE-2016-2185,27.0
CVE-2016-2186,4.0
CVE-2016-2187,10.0
CVE-2016-2188,7.0
CVE-2016-2190,507.0
CVE-2016-2213,5.0
CVE-2016-2315,374.0
CVE-2016-2324,844.0
CVE-2016-2326,6.0
CVE-2016-2327,5.0
CVE-2016-2328,6.0
CVE-2016-2329,1.0
CVE-2016-2330,3.0
CVE-2016-2347,1.0
CVE-2016-2383,1.0
CVE-2016-2384,2.0
CVE-2016-2385,1.0
CVE-2016-2391,5.0
CVE-2016-2392,1.0
CVE-2016-2521,4.0
CVE-2016-2522,10.0
CVE-2016-2523,2.0
CVE-2016-2524,2408.0
CVE-2016-2526,445.0
CVE-2016-2527,2087.0
CVE-2016-2528,6.0
CVE-2016-2529,1.0
CVE-2016-2530,110.0
CVE-2016-2531,20.0
CVE-2016-2532,1.0
CVE-2016-2538,1.0
CVE-2016-2543,1.0
CVE-2016-2544,10.0
CVE-2016-2545,10.0
CVE-2016-2546,20.0
CVE-2016-2547,1.0
CVE-2016-2548,1.0
CVE-2016-2549,16.0
CVE-2016-2550,3.0
CVE-2016-2559,63.0
CVE-2016-2560,203.0
CVE-2016-2561,650.0
CVE-2016-2562,8.0
CVE-2016-2782,2.0
CVE-2016-2841,1.0
CVE-2016-2842,4.0
CVE-2016-2847,1.0
CVE-2016-2857,1.0
CVE-2016-2858,15.0
CVE-2016-3062,441.0
CVE-2016-3070,44.0
CVE-2016-3074,241.0
CVE-2016-3078,50.5
CVE-2016-3119,1.0
CVE-2016-3120,1.0
CVE-2016-3132,4.0
CVE-2016-3134,92.0
CVE-2016-3135,1.0
CVE-2016-3136,64.0
CVE-2016-3137,301.0
CVE-2016-3138,37.0
CVE-2016-3140,21.0
CVE-2016-3141,510.0
CVE-2016-3142,96.0
CVE-2016-3156,13.0
CVE-2016-3178,30.0
CVE-2016-3179,1.0
CVE-2016-3183,412.0
CVE-2016-3185,83.0
CVE-2016-3672,1.0
CVE-2016-3689,459.0
CVE-2016-3695,1.0
CVE-2016-3698,2.0
CVE-2016-3699,8.0
CVE-2016-3713,1.0
CVE-2016-3714,2545.0
CVE-2016-3721,346.0
CVE-2016-3722,956.0
CVE-2016-3723,651.0
CVE-2016-3724,353.0
CVE-2016-3725,574.0
CVE-2016-3726,23.0
CVE-2016-3727,2780.0
CVE-2016-3733,629.0
CVE-2016-3734,300.0
CVE-2016-3841,1359.0
CVE-2016-3951,381.0
CVE-2016-3955,2.0
CVE-2016-4001,1.0
CVE-2016-4006,56.0
CVE-2016-4020,1.0
CVE-2016-4037,1.0
CVE-2016-4070,295.0
CVE-2016-4071,1.0
CVE-2016-4072,146.0
CVE-2016-4073,333.0
CVE-2016-4076,1944.0
CVE-2016-4077,4.0
CVE-2016-4078,9.0
CVE-2016-4079,3.0
CVE-2016-4080,77.0
CVE-2016-4081,30.0
CVE-2016-4082,331.0
CVE-2016-4083,25.0
CVE-2016-4084,42.0
CVE-2016-4300,1.0
CVE-2016-4301,139.0
CVE-2016-4302,1.0
CVE-2016-4303,228.0
CVE-2016-4414,1.0
CVE-2016-4440,1.0
CVE-2016-4470,1.0
CVE-2016-4478,221.0
CVE-2016-4482,37.0
CVE-2016-4485,94.0
CVE-2016-4486,1604.0
CVE-2016-4537,12.0
CVE-2016-4538,30.0
CVE-2016-4539,361.0
CVE-2016-4540,3.0
CVE-2016-4541,2.0
CVE-2016-4542,39.0
CVE-2016-4543,6.0
CVE-2016-4544,14.0
CVE-2016-4557,1.0
CVE-2016-4558,12.0
CVE-2016-4562,305.0
CVE-2016-4563,242.0
CVE-2016-4564,256.0
CVE-2016-4565,1.0
CVE-2016-4568,2.0
CVE-2016-4569,9.0
CVE-2016-4578,1.0
CVE-2016-4580,9.0
CVE-2016-4581,1.0
CVE-2016-4796,4.0
CVE-2016-4797,33.0
CVE-2016-4804,22.0
CVE-2016-4805,179.0
CVE-2016-4809,4.0
CVE-2016-4817,84.0
CVE-2016-4913,1.0
CVE-2016-4951,4.0
CVE-2016-4964,1.0
CVE-2016-4979,1396.0
CVE-2016-4997,175.0
CVE-2016-4998,808.0
CVE-2016-5009,7.0
CVE-2016-5093,14.0
CVE-2016-5094,723.0
CVE-2016-5096,311.0
CVE-2016-5097,158.0
CVE-2016-5099,1034.0
CVE-2016-5104,63.0
CVE-2016-5114,1416.5
CVE-2016-5116,27.0
CVE-2016-5118,51.0
CVE-2016-5126,1.0
CVE-2016-5157,451.0
CVE-2016-5195,1.0
CVE-2016-5243,95.0
CVE-2016-5244,1.0
CVE-2016-5314,54.0
CVE-2016-5337,2.0
CVE-2016-5338,5.0
CVE-2016-5350,107.0
CVE-2016-5351,75.0
CVE-2016-5352,3896.0
CVE-2016-5353,20.0
CVE-2016-5354,20.0
CVE-2016-5355,36.5
CVE-2016-5356,64.5
CVE-2016-5357,16.5
CVE-2016-5358,1011.0
CVE-2016-5359,25.0
CVE-2016-5361,462.0
CVE-2016-5400,1.0
CVE-2016-5418,1636.0
CVE-2016-5426,332.0
CVE-2016-5427,34.0
CVE-2016-5688,1528.5
CVE-2016-5689,10.0
CVE-2016-5690,32.0
CVE-2016-5691,54.0
CVE-2016-5696,1.0
CVE-2016-5701,4.0
CVE-2016-5702,16.0
CVE-2016-5703,187.0
CVE-2016-5704,268.0
CVE-2016-5705,391.0
CVE-2016-5706,134.0
CVE-2016-5728,1.0
CVE-2016-5730,286.0
CVE-2016-5731,27.0
CVE-2016-5732,1489.0
CVE-2016-5733,996.0
CVE-2016-5734,68.0
CVE-2016-5735,1.0
CVE-2016-5739,16.0
CVE-2016-5766,5.0
CVE-2016-5767,127.0
CVE-2016-5768,109.0
CVE-2016-5769,14.0
CVE-2016-5770,1126.0
CVE-2016-5771,58.0
CVE-2016-5772,49.0
CVE-2016-5773,79.0
CVE-2016-5829,9.0
CVE-2016-5841,796.0
CVE-2016-5842,1751.0
CVE-2016-5844,1.0
CVE-2016-5873,5.0
CVE-2016-6128,2.0
CVE-2016-6129,123.0
CVE-2016-6130,2.0
CVE-2016-6136,1.0
CVE-2016-6156,3.0
CVE-2016-6164,1.0
CVE-2016-6187,1.0
CVE-2016-6197,2.0
CVE-2016-6198,3.0
CVE-2016-6213,1.0
CVE-2016-6214,48.0
CVE-2016-6250,2.0
CVE-2016-6254,1.0
CVE-2016-6255,1.0
CVE-2016-6271,1.0
CVE-2016-6288,66.0
CVE-2016-6289,335.0
CVE-2016-6290,123.0
CVE-2016-6291,33.0
CVE-2016-6292,2.0
CVE-2016-6293,469.0
CVE-2016-6294,230.0
CVE-2016-6295,1659.0
CVE-2016-6296,7.0
CVE-2016-6297,260.0
CVE-2016-6302,3.0
CVE-2016-6303,63.0
CVE-2016-6304,1.0
CVE-2016-6327,137.0
CVE-2016-6351,4.0
CVE-2016-6490,1.0
CVE-2016-6491,62.0
CVE-2016-6494,5.0
CVE-2016-6505,282.0
CVE-2016-6506,31.0
CVE-2016-6508,1373.0
CVE-2016-6509,76.0
CVE-2016-6510,17.0
CVE-2016-6511,2868.0
CVE-2016-6512,2264.0
CVE-2016-6513,41.0
CVE-2016-6515,773.0
CVE-2016-6516,17.0
CVE-2016-6520,1.0
CVE-2016-6561,1.0
CVE-2016-6663,27.0
CVE-2016-6786,1068.0
CVE-2016-6787,1068.0
CVE-2016-6823,11.0
CVE-2016-6833,4.0
CVE-2016-6834,1.0
CVE-2016-6835,1.0
CVE-2016-6836,1.0
CVE-2016-6870,1.0
CVE-2016-6871,1.0
CVE-2016-6872,1.0
CVE-2016-6873,1.0
CVE-2016-6874,1.0
CVE-2016-6875,1.0
CVE-2016-6888,1.0
CVE-2016-6905,13.0
CVE-2016-6906,2.0
CVE-2016-6920,1.0
CVE-2016-7035,18.0
CVE-2016-7052,758.0
CVE-2016-7056,976.0
CVE-2016-7097,14.0
CVE-2016-7101,286.5
CVE-2016-7115,40.0
CVE-2016-7116,1.0
CVE-2016-7117,2.0
CVE-2016-7124,6096.5
CVE-2016-7125,18.0
CVE-2016-7126,4.5
CVE-2016-7127,5.0
CVE-2016-7128,12.0
CVE-2016-7129,183.0
CVE-2016-7130,146.0
CVE-2016-7131,8.5
CVE-2016-7132,2.5
CVE-2016-7133,533.0
CVE-2016-7134,440.0
CVE-2016-7142,307.0
CVE-2016-7144,274.0
CVE-2016-7145,76.0
CVE-2016-7151,5.0
CVE-2016-7155,1.0
CVE-2016-7156,1.0
CVE-2016-7157,1.0
CVE-2016-7161,1.0
CVE-2016-7163,136.0
CVE-2016-7166,6.0
CVE-2016-7170,1.0
CVE-2016-7175,750.0
CVE-2016-7176,1373.0
CVE-2016-7177,61.0
CVE-2016-7178,42.0
CVE-2016-7179,2.0
CVE-2016-7180,135.0
CVE-2016-7398,2227.0
CVE-2016-7411,267.0
CVE-2016-7412,63.0
CVE-2016-7413,48.0
CVE-2016-7414,642.0
CVE-2016-7416,322.0
CVE-2016-7417,461.0
CVE-2016-7418,289.0
CVE-2016-7421,1.0
CVE-2016-7422,1.0
CVE-2016-7423,3.0
CVE-2016-7425,32.0
CVE-2016-7466,1.0
CVE-2016-7480,43.0
CVE-2016-7513,3564.0
CVE-2016-7514,1090.5
CVE-2016-7515,49.0
CVE-2016-7520,242.0
CVE-2016-7521,1114.0
CVE-2016-7522,78.0
CVE-2016-7524,2287.0
CVE-2016-7525,6.0
CVE-2016-7526,166.5
CVE-2016-7527,2269.0
CVE-2016-7528,126.5
CVE-2016-7529,100.0
CVE-2016-7530,1086.0
CVE-2016-7532,74.0
CVE-2016-7533,54.0
CVE-2016-7534,1575.0
CVE-2016-7536,342.5
CVE-2016-7537,135.0
CVE-2016-7538,2482.0
CVE-2016-7539,2511.0
CVE-2016-7540,25.0
CVE-2016-7568,4359.5
CVE-2016-7797,305.0
CVE-2016-7798,1.0
CVE-2016-7799,1714.0
CVE-2016-7838,3.0
CVE-2016-7906,3330.0
CVE-2016-7908,1.0
CVE-2016-7910,1.0
CVE-2016-7911,2.0
CVE-2016-7912,11.0
CVE-2016-7913,996.0
CVE-2016-7914,92.0
CVE-2016-7915,5.0
CVE-2016-7916,1.0
CVE-2016-7917,1.0
CVE-2016-7957,47.0
CVE-2016-7958,290.0
CVE-2016-7969,2.0
CVE-2016-7995,1.0
CVE-2016-8339,1.0
CVE-2016-8576,115.0
CVE-2016-8577,4.0
CVE-2016-8610,1249.0
CVE-2016-8630,5.0
CVE-2016-8633,320.0
CVE-2016-8636,65.0
CVE-2016-8645,15.0
CVE-2016-8646,23.0
CVE-2016-8649,26.0
CVE-2016-8650,2.0
CVE-2016-8654,1.0
CVE-2016-8655,1.0
CVE-2016-8658,16.0
CVE-2016-8666,2.0
CVE-2016-8669,1.0
CVE-2016-8670,226.0
CVE-2016-8675,2.0
CVE-2016-8677,1804.0
CVE-2016-8687,1.0
CVE-2016-8688,1.0
CVE-2016-8689,1.0
CVE-2016-8690,24.0
CVE-2016-8691,43.0
CVE-2016-8692,43.0
CVE-2016-8693,14.0
CVE-2016-8740,47.0
CVE-2016-8858,55.0
CVE-2016-8860,8.0
CVE-2016-8884,37.0
CVE-2016-8887,210.0
CVE-2016-9083,3.0
CVE-2016-9084,4.0
CVE-2016-9102,1.0
CVE-2016-9103,1.0
CVE-2016-9105,1.0
CVE-2016-9106,1.0
CVE-2016-9120,1.0
CVE-2016-9132,1.0
CVE-2016-9137,293.0
CVE-2016-9191,28.0
CVE-2016-9262,20.0
CVE-2016-9298,355.0
CVE-2016-9299,977.0
CVE-2016-9313,2.0
CVE-2016-9372,10.0
CVE-2016-9373,296.0
CVE-2016-9374,11.0
CVE-2016-9375,779.0
CVE-2016-9376,1922.0
CVE-2016-9387,25.0
CVE-2016-9388,52.0
CVE-2016-9389,141.0
CVE-2016-9390,244.0
CVE-2016-9391,10.0
CVE-2016-9392,171.0
CVE-2016-9393,169.0
CVE-2016-9394,644.0
CVE-2016-9395,536.0
CVE-2016-9400,7.0
CVE-2016-9435,33.0
CVE-2016-9436,32.0
CVE-2016-9533,1.0
CVE-2016-9534,1.0
CVE-2016-9535,48.0
CVE-2016-9536,1.0
CVE-2016-9537,1.0
CVE-2016-9538,1.0
CVE-2016-9539,1.0
CVE-2016-9540,1.0
CVE-2016-9555,1.0
CVE-2016-9556,2104.0
CVE-2016-9557,179.0
CVE-2016-9559,601.0
CVE-2016-9560,123.0
CVE-2016-9566,1345.0
CVE-2016-9572,360.0
CVE-2016-9573,1107.0
CVE-2016-9576,1413.0
CVE-2016-9580,198.0
CVE-2016-9581,225.0
CVE-2016-9583,784.0
CVE-2016-9588,6.0
CVE-2016-9685,9.0
CVE-2016-9754,1.0
CVE-2016-9755,2.0
CVE-2016-9756,24.0
CVE-2016-9777,401.0
CVE-2016-9793,1.0
CVE-2016-9794,4.0
CVE-2016-9806,2.0
CVE-2016-9840,1.0
CVE-2016-9841,1.0
CVE-2016-9842,1.0
CVE-2016-9843,1.0
CVE-2016-9888,1.0
CVE-2016-9913,50.0
CVE-2016-9914,8.0
CVE-2016-9915,25.0
CVE-2016-9916,10.0
CVE-2016-9919,6.0
CVE-2016-9922,1.0
CVE-2016-9933,127.5
CVE-2016-9934,1.0
CVE-2016-9935,982.5
CVE-2016-9936,146.0
CVE-2017-0028,616.0
CVE-2017-0152,113.0
CVE-2017-0196,1043.0
CVE-2017-0375,1.0
CVE-2017-0376,1.0
CVE-2017-0377,3.0
CVE-2017-0380,19.0
CVE-2017-1000016,408.0
CVE-2017-1000083,1.0
CVE-2017-1000211,10.0
CVE-2017-1000249,565.0
CVE-2017-1000251,438.0
CVE-2017-1000252,1.0
CVE-2017-1000353,279.0
CVE-2017-1000354,39.0
CVE-2017-1000369,1401.0
CVE-2017-1000380,4.0
CVE-2017-1000391,23.0
CVE-2017-1000392,32.0
CVE-2017-1000393,58.0
CVE-2017-1000395,123.0
CVE-2017-1000398,1851.0
CVE-2017-1000399,248.0
CVE-2017-1000400,1.0
CVE-2017-1000401,6.0
CVE-2017-1000414,57.0
CVE-2017-1000418,119.0
CVE-2017-1000458,4.0
CVE-2017-1000494,467.0
CVE-2017-1000503,1015.0
